date,url,title,summary,publishing date,id,new_id
2026-02-06,https://biofuelsdigest.com//bdigest/bulgaria-launches-eu-backed-hydrogen-transport-project/,Bulgaria Secures EU Funding For 250-Kilometer Hydrogen Pipeline to Greece,"Bulgaria's state-owned gas transmission operator Bulgartransgaz received $5.39 million in European Union financing to construct a 250-kilometer hydrogen transmission route connecting Sofia to the Greek border at Kulata. The project represents the first phase of Bulgaria's hydrogen backbone infrastructure and integrates into the broader South-East European Hydrogen Corridor, a multinational initiative designed to link hydrogen networks across Greece, Bulgaria, Romania, Hungary, Slovakia, Czechia, and Germany.

The hydrogen corridor initiative positions hydrogen and natural gas as central components of the region's future energy system. According to Bulgartransgaz leadership, the infrastructure development is intended to enable reliable and cost-effective energy supply across southeastern Europe. The project advances cross-border energy infrastructure coordination and regional hydrogen transport capability.",2026-02-05 16:39:20,,
2026-02-06,https://www.eenews.net/articles/long-maligned-the-voluntary-carbon-market-is-embracing-integrity/,Major Carbon Polluters Shift Spending Toward Verified Green Projects,"Corporate emitters are increasingly directing voluntary carbon market investments toward projects with independently verified climate benefits, according to two recent reports. This marks a significant shift away from funding initiatives with questionable environmental impact, driven by mounting criticism over greenwashing and integrity concerns in the voluntary carbon offset sector. Rating agencies and verification programs now help corporations assess project quality using standardized metrics similar to bond ratings.

The movement reflects growing pressure on corporations to demonstrate genuine climate impact rather than symbolic action. Companies like BeZero Carbon have emerged to provide third-party verification of emissions reductions, creating standards that guide corporate funding decisions. This trend indicates the voluntary carbon market is developing more rigorous evaluation mechanisms in response to widespread skepticism about project effectiveness and corporate climate claims.",2026-02-04 11:41:54,,
2026-02-06,https://www.latitudemedia.com/news/home-battery-startup-lunar-energy-aims-to-quadruple-its-manufacturing/,Lunar Energy Raises $230 Million to Expand Home Battery and Virtual Power Plant Operations,"Lunar Energy announced it secured $230 million in combined Series C and Series D funding to accelerate manufacturing capacity and software deployment. The funding round, led by B Capital, Prelude Ventures, and Activate Capital, brings the company's total capital raised since 2020 to approximately $530 million. The company plans to quadruple its home battery manufacturing capacity and expand operations from California into Illinois, Nevada, Texas, and Utah, while scaling its virtual power plant software business to utilities and energy retailers.

The company currently manufactures battery systems for approximately 10,000 homes annually and manages 650 megawatts of distributed devices. Lunar Energy's growth reflects broader market momentum in distributed battery storage and virtual power plant aggregation, positioning home batteries as grid assets to reduce reliance on costly new generation and transmission infrastructure. The residential battery market remains early-stage, with fewer than 1 million of the 75 million U.S. homes currently equipped with storage systems.",2026-02-04 13:31:39,,
2026-02-06,https://www.prnewswire.com/news-releases/potomac-edison-pilot-program-to-help-maryland-schools-transition-to-clean-electric-buses-302679138.html,Potomac Edison Launches Electric School Bus Pilot Program With V2G Testing,"Potomac Edison received Maryland Public Service Commission approval to launch an $11.1 million pilot program supporting local school systems in transitioning to electric buses. The program will provide incentives for up to 28 electric school buses, cover the cost difference between diesel and electric vehicles (approximately $250,000 per bus), fund charging infrastructure and electrical upgrades, and offer technical and administrative support to participating districts. The initiative runs for five years or until funds are exhausted, beginning in early 2026.

The program directly supports Maryland's Climate Solutions Now Act of 2022, which requires public school systems to procure only zero-emission vehicles. Beyond financial assistance, Potomac Edison will pilot vehicle-to-grid (V2G) technology to test how energy stored in bus batteries can be discharged back to the electrical grid during non-operational periods, potentially enhancing grid reliability and supporting emergency response across the utility's service territory in seven Maryland counties.",2026-02-04 15:31:00,,
2026-02-06,https://newclimate.org/news/launch-of-the-article-6-observatory,Article 6 Observatory Launches to Support Paris Agreement Carbon Market Implementation,"The Article 6 Observatory, an independent platform, launched today to provide transparency and accountability support for the operationalization of Article 6 of the Paris Agreement. The observatory will track cooperative approaches under Article 6.2, monitor the Article 6.4 Paris Agreement Crediting Mechanism as it approaches implementation, and maintain a resource hub of independent research and peer-reviewed materials on Article 6-related topics.

The platform addresses the need for stakeholder guidance as international cooperative approaches advance and the Article 6.4 crediting mechanism prepares for deployment. The NewClimate Institute is participating as part of the observatory's steering committee, contributing expertise to support the platform's development and evolution.",2026-02-04 16:11:58,,
2026-02-06,https://energy.economictimes.indiatimes.com/news/renewable/kochi-airport-to-run-indias-first-hydrogen-powered-passenger-buses/127903215,Kochi Airport To Operate India's First Hydrogen-Powered Passenger Buses,"Cochin International Airport Ltd signed a Memorandum of Agreement with the Kerala Hydrogen Valley Innovation Cluster Foundation on February 1 to procure and operate three hydrogen fuel cell electric buses at Kochi airport. The Kerala HVIC Foundation will provide financial support capped at ₹2.90 crore per bus, with a total project cost of ₹8.7 crore to be released in stages. Bus procurement is expected within 12 months, after which CIAL will assume ownership and operational responsibility.

The initiative is part of India's National Green Hydrogen Mission and positions Kochi airport as a leader in clean energy adoption within the aviation sector. Hydrogen fuel supply will come from a green hydrogen plant jointly developed by CIAL and BPCL that is scheduled to commence operations soon. Statutory approvals for hydrogen supply infrastructure are already in place, enabling rapid project implementation and reducing emissions from airport ground transportation.",2026-02-04 14:13:48,,
2026-02-06,https://biofuelsdigest.com//bdigest/first-green-shipping-corridor-launched-between-china-and-france/,France and China Launch First Green Shipping Corridor Between Le Havre and Ningbo,"Haropa Port and Ningbo Zhoushan Port have signed a strategic agreement with MSC, TiL, Bureau Veritas, and Chinese maritime authorities to establish a green shipping corridor connecting Le Havre and Ningbo. The corridor will include shore power infrastructure, terminal electrification, low-carbon hinterland connections, and alternative fuel supply chains featuring bio-LNG, green ammonia, and hydrogen, with onboard carbon capture pilots also under consideration. Bureau Veritas will provide technical certification and support.

The route addresses a significant trade relationship, with China representing 30 percent of Haropa's container traffic and Ningbo Zhoushan Port handling 22 percent of that volume. The partnership represents a practical implementation mechanism for the International Maritime Organization's 2050 decarbonization targets and expands existing Franco-Chinese maritime cooperation efforts.",2026-02-05 03:46:53,,
2026-02-06,https://esgnews.com/google-signs-100-mw-offshore-wind-ppa-with-enbw-in-germany/,Google Signs 100 MW Offshore Wind Agreement With EnBW In Germany,"Google has secured a 15-year power purchase agreement with German utility EnBW for 100 megawatts of capacity from the He Dreiht offshore wind farm in the North Sea. The 960 MW project, located approximately 85 kilometres northwest of Borkum, began turbine installation in 2024, achieved first power in November 2025, and expects full commissioning by summer 2026. EnBW has already contracted most of the project's output to multiple corporate buyers including DHL Group, Evonik, and Frankfurt Airport operators.

The agreement reflects the growing role of long-term corporate power purchase agreements in financing large-scale renewable infrastructure while meeting corporate carbon-free energy commitments. For Germany, such contracts provide revenue certainty to developers undertaking capital-intensive offshore construction while supporting national decarbonization objectives tied to industrial electrification and digital infrastructure expansion. The deal underscores how technology companies' rising electricity demand, particularly from artificial intelligence and data centres, is driving direct renewable energy procurement.",2026-02-05 20:50:29,,
2026-02-06,https://markets.businessinsider.com/news/stocks/verity-and-bushel-announce-integration-to-advance-traceable-agricultural-practices-across-the-supply-chain-1035786300,Gevo Verity and Bushel Integrate Farm Data Platform for Carbon Intensity Scoring,"Verity Holdings, a subsidiary of Gevo, and Bushel announced an integration connecting Bushel's on-farm data collection with Verity's sustainability modeling platform to document agricultural practices and calculate carbon intensity scores. The system allows farmers to voluntarily share verified production data through secure, permission-based channels to support eligibility and credit value under Section 45Z clean fuel tax credits, with the Gevo North Dakota ethanol facility serving as the first pilot customer.

The integration addresses industry demand for transparent, traceable grain sourcing and positions agricultural suppliers to participate in emerging carbon markets and Section 45Z compliance programs. The partnership reflects collaboration under a North Dakota Clean Sustainable Energy Authority grant and responds to Treasury Department guidance on verifiable carbon intensity data requirements for low-carbon fuel production credits.",2026-02-04 22:55:53,,
2026-02-06,https://www.moneycontrol.com/automobile/automakers-seek-early-clarity-as-deadline-nears-for-tougher-caf-norms-tata-motors-pv-md-article-13813889.html,Indian Automakers Press Government To Finalize Stringent Vehicle Emission Norms,"Indian automobile manufacturers are urging the government to quickly finalize Corporate Average Fuel Efficiency (CAFÉ) norms scheduled to take effect in April 2027, citing the need for regulatory certainty to guide investment and product development decisions. The Society of Indian Automobile Manufacturers submitted a formal representation in November 2025 requesting clarity on the proposed standards, and Union Minister Nitin Gadkari assured industry stakeholders in late January that the final rules would be notified by month-end, though the notification remains pending as of early February.

Automakers require multiple years to redesign vehicle platforms, introduce electrified powertrains, and implement efficiency improvements needed to meet tightened fuel economy requirements. The regulatory uncertainty creates planning challenges across powertrain development, supply chain sourcing, and product launch schedules, with manufacturers concerned about balancing potential over-investment against the risk of insufficient preparation. Industry executives emphasize the urgency of receiving final targets with approximately 13 months remaining before the compliance deadline.",2026-02-05 14:25:29,,
2026-02-06,https://financialpost.com/commodities/energy/electric-vehicles/carney-cancels-ev-mandate-new-auto-strategy,"Canada Cancels EV Mandate, Reintroduces $5,000 Purchase Incentive","Prime Minister Mark Carney announced a revised automotive strategy that cancels the federal EV mandate requiring 100 percent electric vehicle sales by 2035, replacing it with a flexible emissions-reduction framework targeting 75 percent EV adoption by 2035 and 90 percent by 2040. The government will reintroduce a $5,000 cash incentive for EV purchases beginning February 16, declining to $2,000 by 2030, alongside $2.3 billion in consumer incentives, $1 billion for charging infrastructure, and $3 billion in industry tax credits.

The policy shift responds to automaker concerns that the original mandate was overly rigid and costly, while addressing competitive pressures from U.S. tariffs and challenges in the EV transition. The government aims to support the purchase of 840,000 vehicles over five years while positioning Canada's auto sector through targeted manufacturing incentives and infrastructure investment.",2026-02-06 01:23:32,,
,https://ethanolproducer.com/articles/trump-says-he-would-sign-e15-bill-without-delay,U.K. Funds Green Aviation Projects as U.S. Advances Clean Fuel Policy,"The U.K. Department of Transport announced £43 million in funding for green aviation projects focused on clean fuels and zero-emission aircraft technology. Concurrently, the White House Office of Management and Budget completed its review of proposed rules implementing the 45Z clean fuel production credit, and President Trump signed an appropriations bill containing provisions related to biomass energy, sustainability, and sustainable aviation fuel guidance. Industry groups including the Iowa Corn and Iowa Renewable Fuels Association called for expanded E15 fuel access, while representatives from the U.S. Green Building Council and renewable fuel organizations met with Canadian energy and transportation officials to advance clean fuel initiatives across North America.",2026-01-28 20:49:12,,8
,https://farmpolicynews.illinois.edu/2026/01/trump-says-congress-close-to-deal-for-year-round-e15/,Republican Lawmakers Plan Task Force for Year-Round E15 Ethanol Fuel Sales,"President Trump called on Congress to finalize a deal permitting year-round sales of E15 ethanol-blended gasoline in the United States, stating that House Speaker Mike Johnson and Senate Leader John Thune are working toward an agreement that would benefit corn farmers, consumers, and refiners. Trump made the comments during a speech in Iowa, reiterating his campaign promise to support expanded E15 availability. The push follows a failed attempt by Midwestern Republicans to include year-round E15 provisions in a government funding package, prompting GOP leaders to establish a rural energy working group to negotiate between ethanol and oil industry interests.

Simultaneously, the White House Office of Management and Budget completed its review of a proposed rule implementing guidance for the 45Z clean fuel production tax credit on January 23. The credit, established by the Inflation Reduction Act of 2022 and extended under the One Big Beautiful Bill Act, provides tax incentives for production and sale of low-emission transportation fuels. The OMB held 16 stakeholder meetings in January and modified the proposed rule during review, with a notice of proposed rulemaking scheduled for public comment release in May.",2026-01-28 12:37:12,,8
,https://www.agriculture.com/partners-trump-says-congress-close-to-deal-for-year-round-e15-11894073,Trump Calls Congress to Finalize Year-Round E15 Fuel Agreement for Farmers,"President Trump urged Congress to resolve disagreements over year-round E15 fuel sales during a speech in Iowa, expressing confidence that House Speaker Mike Johnson and Senate Leader John Thune are close to reaching a deal that would benefit corn farmers, consumers, and refiners. The president's explicit backing positions the White House firmly with ethanol and biofuels advocates in ongoing negotiations between Republican lawmakers, agricultural groups, and the oil and refining industry.

Simultaneously, the White House Office of Management and Budget completed its review of a proposed rule implementing guidance for the 45Z clean fuel production tax credit. The rule, originally submitted by the Treasury Department and IRS in December, underwent modifications during the review process and is expected to move toward public comment in May, with the OMB having conducted 16 stakeholder meetings in January to discuss the proposed guidance.",2026-01-29 01:26:00,,8
,https://finance.yahoo.com/news/air-products-wins-over-140m-151036624.html,Air Products Awarded Over $140 Million NASA Liquid Hydrogen Supply Contract,"Air Products secured supply contracts from NASA valued at more than $140 million to provide liquid hydrogen to multiple NASA facilities. The company will deliver approximately 36.5 million pounds of liquid hydrogen to Kennedy Space Center and Cape Canaveral Space Force Station in Florida, as well as Marshall Space Flight Center in Alabama and Stennis Space Center in Mississippi.

The contract represents a significant procurement agreement for aerospace-grade hydrogen supply infrastructure. Air Products will service NASA's largest hydrogen sphere at Kennedy Space Center and support the agency's operational requirements across multiple research and launch facilities.",2026-01-29 15:37:08,,9
,https://www.prnewswire.com/news-releases/air-products-wins-more-than-140-million-in-nasa-contracts-to-supply-liquid-hydrogen-to-the-kennedy-space-center-cape-canaveral-space-force-station-and-other-nasa-facilities-302672787.html,Air Products Awarded NASA Contracts Totaling Over 140 Million Dollars,"Air Products announced it has secured supply contracts from NASA exceeding $140 million to deliver liquid hydrogen to multiple NASA facilities, including the Kennedy Space Center, Cape Canaveral Space Force Station, Marshall Space Flight Center, and Stennis Space Center. The contract involves supplying approximately 36.5 million pounds of liquid hydrogen to support space launch operations and engine testing programs across these locations.

The agreement represents a continuation of Air Products' decades-long partnership with NASA dating back to 1957, during which the company has supplied industrial gases for the Apollo program, Space Shuttle missions, and upcoming Artemis II operations. Air Products recently completed filling the world's largest hydrogen sphere at Kennedy Space Center, which measures 90 feet in height and 83 feet in diameter, requiring over 730,000 gallons of liquid hydrogen delivered via more than 50 trailer loads.",2026-01-28 15:11:57,,9
,https://www.nasdaq.com/articles/air-products-and-chemicals-wins-liquid-hydrogen-supply-contract-nasa,Air Products Secures Over $140 Million Liquid Hydrogen Supply Contract with NASA,"Air Products and Chemicals announced a multi-year supply agreement valued at over $140 million to deliver approximately 36.5 million pounds of liquid hydrogen to NASA facilities across the United States. The contract covers supply to Kennedy Space Center and Cape Canaveral Space Force Station in Florida, Marshall Space Flight Center in Alabama, and Stennis Space Center in Mississippi. Air Products' leadership emphasized the company's decades-long track record of reliably supplying large-scale quantities of liquid hydrogen and other industrial gases through established supply chain networks.",2026-01-28 15:57:59,,9
,https://bioenergytimes.com/sankla-buildcoon-signs-mou-with-maharashtra-for-rs-15000-crore-saf-project/,"Sankla Renewables Signs Agreement For Rs15,000 Crore Sustainable Aviation Fuel Project","Sankla Renewables, a clean-energy subsidiary of Sankla Buildcoon, has entered into a memorandum of understanding with the Government of Maharashtra to develop a sustainable aviation fuel manufacturing facility at Chalisgaon in Jalgaon district. The agreement was signed during the World Economic Forum in Davos and represents the company's expansion from real estate into clean energy manufacturing with a planned investment of Rs15,000 crore.

The proposed facility will convert agricultural waste including sugarcane bagasse, cotton stalks, soybean husks, and pigeon pea residue into aviation fuel using internationally approved technologies. The project is expected to achieve full operational capacity by 2029 through a phased development approach, create over 3,000 direct and indirect jobs, and operate entirely on renewable energy with comprehensive water recycling and zero liquid waste discharge. The initiative aligns with national objectives for reducing fuel imports, enhancing energy security, and lowering aviation sector emissions while generating supplementary income for rural farming communities through agricultural waste procurement.",2026-01-28 10:09:11,,10
,https://www.chinimandi.com/sankla-buildcoon-to-develop-rs-15000-crore-sustainable-aviation-fuel-project-in-maharashtra/,Sankla Buildcoon Signs MoU To Develop Rs 15000 Crore Sustainable Aviation Fuel Plant,"Sankla Buildcoon's clean-energy subsidiary Sankla Renewables has entered into a Memorandum of Understanding with the Maharashtra Government to establish a Rs. 15,000 crore Sustainable Aviation Fuel manufacturing facility in Chalisgaon, Jalgaon District. The agreement was formalized at the World Economic Forum in Davos and represents the company's strategic expansion from real estate development into large-scale clean energy infrastructure. The proposed facility will convert agricultural residues including sugarcane bagasse, cotton stalks, soybean husk, and pigeon pea waste into aviation-grade fuel using internationally certified conversion technologies, with phased commissioning planned through 2029.

The project reflects a broader corporate transition toward sustainability-driven growth and positions Maharashtra as an investment destination for transition-aligned industrial development. Sankla Buildcoon is applying its established capabilities in capital discipline, project execution, and stakeholder management to establish scalable clean energy platforms. The company views sustainable aviation fuel as a structurally growing market segment aligned with India's energy transition objectives.",2026-01-28 09:44:34,,10
,https://www.rprealtyplus.com/article/sankla-buildcoon-to-invest-rs15000-crore-in-sustainable-aviation-fuel-123853.html,Sankla Buildcoon Announces Fifteen Thousand Crore Rupee Sustainable Aviation Fuel Investment,"Sankla Buildcoon has committed ₹15,000 crore to construct a Sustainable Aviation Fuel manufacturing facility in Maharashtra, with a formal memorandum of understanding signed at the World Economic Forum in Davos. The facility at Chalisgaon will process agricultural residues including sugarcane bagasse, cotton stalks, soybean husks, and pigeon pea waste into aviation-grade fuel using certified global technologies, with operations scheduled for phased commissioning through 2029.

The project is designed as a long-term infrastructure asset powered entirely by renewable energy, incorporating closed-loop water management and zero-liquid-discharge processes to meet global environmental standards. The initiative aims to support rural economies by establishing formal markets for agricultural waste, offering farmers long-term procurement contracts while reducing open-field burning, and is projected to generate over 3,000 direct and indirect jobs upon full commissioning.",2026-01-27 06:50:52,,10
,https://www.clearbluemarkets.com/knowledge-base/federal-review-raises-prospect-of-new-offshore-oil-drilling-in-california,US Government Initiates Formal Process For Possible California Offshore Oil Leasing,"The Department of the Interior's Bureau of Ocean Energy Management has launched a public consultation process to assess potential offshore oil and gas leasing off the California coast. The move marks the first formal step toward possible lease auctions in federal waters off southern and central California, an area that has not seen new offshore oil leasing since the mid-1980s. The consultation period invites industry and public input on environmental conditions, social and economic impacts, and commercial interest in the proposed areas.

This initiative aligns with the Trump administration's energy dominance agenda, which seeks to increase domestic fossil fuel production and strengthen energy security. The action represents a significant policy shift given California's decades-long commitment to strict environmental regulations and climate goals, combined with strong public opposition to offshore drilling rooted in historical concerns including the 1969 Santa Barbara oil spill. Currently, California's offshore oil production contributes minimally to national output, with Pacific leases accounting for only 0.1 percent of federal waters production.",2026-01-27 21:42:31,,11
,https://sundayguardianlive.com/business/trump-administration-takes-first-step-toward-offering-new-offshore-oil-drilling-leases-in-california-166658/,Trump Administration Invites Oil Industry Nominations for California Offshore Drilling Leases,"The Trump administration's Interior Department has invited the oil and gas industry to nominate areas for potential offshore oil and gas lease sales in Southern and Central California, with auctions potentially beginning in 2027. This initiative represents an expansion of the administration's energy dominance agenda aimed at increasing U.S. fossil fuel production. The move marks the first time since 1984 that Pacific drilling rights have been considered for auction, breaking decades of protection following California's 1969 Santa Barbara oil spill.

California Governor Gavin Newsom and environmental groups have strongly opposed the plan, arguing it threatens coastal ecosystems and the state's economy. Pacific federal waters currently contribute only 0.1% of U.S. oil production despite accounting for 14% of total federal offshore output. The public and industry have 30 days to submit comments, with the Interior Department's Bureau of Ocean Energy Management overseeing the process.",2026-01-26 22:26:15,,11
,https://tankterminals.com/news/keppel-aster-plan-sustainable-aviation-fuel-project-in-singapore/,Singapore's Keppel and Aster to Jointly Develop Sustainable Aviation Fuel Production Facility,"Keppel and Aster have announced a joint partnership to assess the feasibility of constructing a sustainable aviation fuel production facility on Singapore's Jurong Island. The proposed plant would convert ethanol into SAF with an anticipated capacity of 100,000 metric tons annually. A feasibility study has already been completed, and the companies plan to proceed with front-end engineering design before making a final investment decision.

The project aligns with Singapore's regulatory push to reduce aviation sector emissions. The country has mandated the use of 1% SAF in aviation fuel starting this year and intends to increase the requirement to 3%-5% by 2030. This initiative positions Singapore as a strategic regional hub for low-carbon fuel production and addresses growing demand for sustainable alternatives in the aviation industry.",2026-01-29 09:46:30,,12
,https://sustainabilityonline.net/news/keppel-and-aster-team-up-on-sustainable-aviation-fuel-project-in-singapore/,Keppel and Aster Partner on Singapore Sustainable Aviation Fuel Facility Development,"Asset manager Keppel and energy solutions firm Aster have announced a collaboration to evaluate the development of an ethanol-to-jet sustainable aviation fuel facility on Jurong Island in Singapore. The proposed facility would produce up to 100,000 tonnes of SAF annually by converting bioethanol into jet fuel through chemical processes utilizing biomass and waste feedstocks. The project has received support from Singapore's Economic Development Board and Enterprise Singapore.

The partnership positions the facility as one of Asia's first purpose-built ethanol-to-jet SAF operations, aligned with Singapore's strategic goal to establish itself as a regional SAF hub. Both companies emphasized the facility's potential to address growing airline demand for sustainable aviation fuels while supporting decarbonization of the aviation sector across the region.",2026-01-29 08:47:09,,12
